,Brand,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkmenistan,Turks & Caicos Islands,Tuvalu,Türkiye,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,2023 Brand Value in $,Products,Description,Website
58,MACY'S,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,1,0,0,0,0,0,0,$2.7B,,"Macy's, originally R. H. Macy & Co., is a mid-range chain of department stores owned by American multinational corporation Macy's, Inc. It is one of two divisions owned by the company, with the other being the upscale Bloomingdale's. As of January 2014, it operates several hundred department stores locations in the continental United States, Hawaii, Puerto Rico, and Guam, with a prominent Herald Square flagship location in Midtown Manhattan, New York City. Macy's is known for its niche in popular culture and the diversity of its merchandise.",https://www.macysinc.com/
59,ASICS,0,0,0,0,0,0,0,0,0,21,0,0,100,31,0,0,0,0,0,15,58,0,0,0,0,0,0,0,0,45,0,0,0,22,0,0,0,0,34,0,0,0,0,0,30,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,82,0,0,0,0,0,0,38,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,75,22,0,10,17,1,0,83,0,14,27,0,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,13,0,0,0,0,0,81,0,74,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,15,27,0,30,45,0,0,18,12,0,0,0,0,17,0,24,0,0,70,0,23,0,0,0,26,0,10,0,47,0,0,0,0,0,0,0,0,0,0,0,49,50,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,15,0,0,0,29,26,54,35,0,0,0,0,0,13,0,0,0,0,0,0,$2.6B,['Sportswear'],ASICS is a Japanese athletic equipment company. the label produces footwear and sports equipment designed for sport disciplines in the upper price range. In recent years their running shoes have often been ranked among the top performance footwear in the market. Photo credit: Courtesy of Asics,https://www.asics.com
60,STEVE MADDEN,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,18,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,11,0,0,0,4,0,6,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,1,1,0,0,9,0,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,1,0,4,5,0,0,9,0,0,0,0,0,1,0,13,0,0,4,0,10,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,$2.3B,"['Footwear', 'Bags']","A man who wears many hats – and shoes, Steve Madden cannot be described in one word. He is an entrepreneur, an award-winning designer, a business titan, and a family man. The eponymous shoe designer is also the subject of the documentary film, MADDMAN: The Steve Madden Story on Netflix. A movie that delves into the man who built a booming brand and nearly lost it to “The Wolf of Wall Street,” only to rebound with a global empire. He’s endured failures and of course successes without forgetting his humble beginnings or his core consumer, resulting in millions of adoring fans worldwide. Considered the fashion footwear mogul of the 21st century, Madden has an innate sense of what’s hot, what’s next, what’s exciting and more importantly, how this will translate to the customer. Inspired by rock and roll, fused with a jolt of sex appeal and urban edge, Madden creates shoes that are innovative, fun, sometimes wild and always spot-on-chic. In 1990 with a mere $1,100 in the bank, Madden swiftly followed his intuition to create the next big trend, anticipate consumer needs and subsequently deliver collections that were both cutting edge and highly saleable. Channeling his creative energy to produce a variety of silhouettes and vibrant styles in his Queens-based factory, quickly his dream became reality and the Steve Madden brand was born.

The prolific designer’s expertise in trend forecasting has propelled him to the top of his field. Relying on sheer instinct, he transformed a footwear relic into a phenomenon when he introduced a new amped up platform shoe at the launch of his company. Inspired by rock stars of the 70s, Madden’s now famous chunky platform shoes were one of the biggest success stories of the time and became a hallmark to the brand. With his finger on the pulse of pop culture, Madden says, “What inspires me is what I see people wearing on the streets of the world from New York to London and beyond. I get my ideas and inspiration from pounding the pavement.”

There are no products matching the selection. The fusion of style and music remains at Madden’s core: “Music is in the DNA of what I do.” As with fashion and design, Madden has an eye and ear for emerging talent, which led to the creation of Steve Madden Music, an integrated marketing platform that promotes music artists through a multitude of media, consumer channels and live performances. As such, he has collaborated with stars including Lady Gaga, Katy Perry, Ellie Goulding, Iggy Azalea, Santigold, Tove Lo, Jason Derulo, The Kills, Tori Kelly, Halsey, and Cardi B, all while on their rise to fame. With the continuing success and the consistent growth of the Steve Madden Music platform, Steve decided to expand on his love for music and launched 5Towns Records in 2016.

On a philanthropic note, Steve Madden is continuing to shine a light on those in need of a second chance by supporting a variety of organizations in that genre, while also helping to mentor young entrepreneurs around the country with the newly launched “Self Made” company initiative.

Wholesale
E: customersupport@stevemadden.eu

Photo credit: Steve Madden",https://www.stevemadden.eu
61,FENDI,0,74,10,0,0,0,0,0,0,3,0,0,41,20,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,0,24,0,0,0,0,0,5,27,0,0,6,0,0,0,0,0,18,0,0,0,13,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,42,0,0,0,0,0,0,18,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,58,8,0,5,19,2,0,15,0,11,84,0,25,0,0,11,0,0,0,98,0,0,0,31,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,24,0,0,0,0,0,23,0,10,0,0,13,0,0,0,0,0,12,0,9,0,0,0,0,0,5,15,0,11,15,0,72,35,6,0,0,0,0,29,0,19,0,0,60,0,14,0,0,0,11,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,30,0,0,11,0,0,0,0,0,26,0,0,0,16,0,0,0,6,100,34,26,0,0,0,0,0,7,0,0,0,0,0,0,$2B,"['Womenswear', 'Menswear', 'Kidswear', 'Bags']","Fendi is an Italian fashion house best known for its baguette handbags. It started in 1918 as a fur and leather shop in Rome, owned by Adele Casagrande. When she married Edoardo Fendi in 1925, they made a decision to change the name to Fendi. The business prospered, and a new shop was opened in Via Piave in 1932. The couple's five daughters went to work for the firm. German designer Karl Lagerfeld joined Fendi in 1965. Lagerfeld immediately created the inverted FF logo that joined the growing list of international status symbols, and then set about, aided and abetted by the sisters, to revolutionize the treatment of fur and other clothing. Marvin Traub, president of Bloomingdale's, discovered Fendi's leather goods and introduced them to the United States. In 1969 Fendi presented its first ready-to-wear fur collection at Palazzo Pitti in Florence. When the sisters could not find the fabric clothes they wanted to show under the furs their women ready-to-wear line was born (in 1977), again to great success. In 1999 the sisters sold out to LVMH and Prada for an estimated US$850m.",http://www.fendi.com
62,OLD NAVY,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,$1.8B,,"Old Navy is a popular clothing and accessories retailer owned by American multinational corporation Gap Inc. Old Navy opened their first store in 1994 in San Francisco and have been on a roll ever since. Today, customers can shop for their must-have fashion essentials online as well as in one of the 1,000+ stores located globally.",http://www.oldnavy.com/
63,IWC SCHAFFHAUSEN,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,3,0,0,6,0,0,0,0,0,1,0,14,0,0,11,0,8,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,3,1,0,0,0,0,0,1,0,0,0,0,0,0,$1.7B,['Jewelry'],"An American watchmaking pioneer named Florentine Ariosto Jones founded the International Watch Company in Schaffhausen in 1868. He drew on the help of eminently qualified Swiss watchmakers, modern technology and hydropower sourced from the nearby River Rhine to manufacture watch movements of the highest possible quality. We have been committed to our tradition of excellence for more than 150 years. Our mechanical timepieces are handcrafted in our workshops with meticulous attention to detail. Our six watch families combine precision engineering with extraordinary and timeless design and ethically sourced materials, bringing the finest technology and unparalleled elegance to your wrist.

Wholesale
E: concierge.europe@iwc.com

Photo credit: IWC Schaffhausen",https://www.iwc.com
64,PRIMARK,0,0,6,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,18,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,38,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,39,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,14,66,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,15,24,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,1,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,$1.6B,,"Primark is a clothing retailer founded in Dublin, Ireland. The company has first been opened in June 1969 by Arthur Ryan under the name Penneys. Nowadays Primark is operating in Austria, Belgium, France, Germany, Ireland, Portugal, Spain, the Netherlands, the United Kingdom and soon the United States. From 1971, the company chose to expands its success in United-Kingdom and opened a large store in Belfast City Centre. Today the company has 270 shops all over the world.",https://www.primark.com/
65,MAX MARA,0,49,0,0,0,0,0,0,0,1,0,0,8,31,0,0,0,0,0,0,35,0,0,0,0,0,20,0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,33,16,0,26,0,0,0,0,0,0,0,0,36,0,0,0,0,0,11,18,0,0,0,0,0,0,24,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,20,0,3,100,0,2,0,0,8,0,0,0,32,0,0,37,0,0,0,0,0,49,64,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,18,0,0,23,8,0,0,0,0,1,0,23,0,0,8,0,18,39,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,14,48,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,10,14,6,0,0,0,0,0,1,0,0,0,0,0,0,$1.6B,,"MaxMara is part of an Italian Fashion company, Family Owned Since 1951. Max Mara Fashion Group, with over 5,500 employees, operates in more than 100 countries. There are jobs including Fashion Design, Marketing, Operations, Retail, Stores, ICT, Architecture Design, Economics, BI, etc. Passion, commitment and tradition have created a unique fashion style for 9 Main Brands and more than 60 different Collections.",
66,DIESEL,0,0,35,0,0,0,0,0,0,50,0,0,65,61,0,0,0,0,0,0,65,0,0,0,0,38,0,0,0,49,0,0,0,28,0,0,0,0,42,0,0,0,0,0,76,0,0,0,36,0,0,0,0,46,39,0,0,0,34,0,46,0,0,26,46,0,0,0,0,0,0,0,0,0,0,56,69,0,0,0,0,0,0,67,0,0,52,0,0,0,0,39,0,0,0,0,0,0,49,0,38,0,39,25,0,0,84,0,0,79,0,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,43,0,0,0,0,0,40,0,55,0,0,20,0,0,0,0,0,57,0,21,0,0,0,0,65,20,24,0,63,54,0,0,100,6,0,0,0,0,11,0,26,0,0,17,0,41,0,0,0,92,0,14,0,60,33,0,0,0,0,0,0,0,0,0,0,45,38,0,0,4,0,0,6,0,0,0,0,0,38,0,0,0,8,0,0,0,9,26,53,44,50,0,0,0,16,9,0,0,0,0,0,0,$1.6B,"['Womenswear', 'Menswear', 'Eyewear', 'Footwear']","In 1978 Renzo Rosso started Diesel with the intention of creating the world’s most innovated denim. Amidst a worldwide oil crisis, during which diesel was considered to be an alternative fuel, Renzo liked the idea of his brand to be known as an alternative jeans brand, in contrast to the prevalent casual wear giants that had come before. Renzo intended to reach the entire world since the brand’s very inception, making the word “diesel,” an international term pronounced equally all over the world, the perfect name for his endeavor.
Since its start, Diesel has used “For Successful Living” as a slogan for the brand’s DNA. Through a long and storied history of strong, ironic and playful campaigns, Diesel has become a leader in advertising as well as in fashion. Where the world zigged, Diesel zagged, and in the 35 years since its founding, the brand still embraces the same ethos. Diesel has over 5,000 points of sale worldwide with over 400 monobrand stores, 37 of those in the US. Between 1978 and 2012, the company has produced more than 2,000 different washes of denim.

Photo credit: Diesel",http://www.diesel.com
67,CALVIN KLEIN,0,0,0,0,0,0,0,0,0,17,56,0,43,33,50,0,0,5,0,0,31,0,0,0,0,0,45,0,0,24,0,0,0,42,0,0,0,0,30,0,0,0,0,0,86,0,0,0,22,0,0,0,0,25,34,0,0,60,75,0,59,0,0,18,30,13,0,0,0,54,0,0,0,0,0,37,30,0,0,0,0,0,40,38,0,0,100,0,0,0,0,23,0,0,0,0,0,0,0,20,60,0,11,6,3,0,49,0,11,46,0,3,0,0,38,0,0,0,0,0,0,43,0,0,0,0,0,37,0,0,0,0,22,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,17,0,0,0,0,0,56,0,38,0,0,0,0,0,0,0,0,41,0,9,0,0,40,0,0,29,15,0,70,54,0,0,75,10,0,0,0,0,10,0,47,0,0,35,0,79,0,0,0,28,0,9,0,47,0,0,0,0,0,0,0,0,0,0,0,42,22,0,0,6,0,0,14,0,0,0,0,0,34,0,0,0,66,0,0,0,25,27,45,24,30,0,0,0,9,10,0,0,0,0,0,0,$1.5B,"['Womenswear', 'Menswear', 'Kidswear', 'Bodywear', 'Bags', 'Footwear', 'Accessoires']","Calvin Klein is a global lifestyle brand that pursues bold, progressive ideals and an enticing, often minimalist, aesthetic. We want to seduce and inspire our audience by means of provocative images and striking designs that stimulate.

Founded in 1968 by Calvin Klein and his business partner Barry Schwartz, we've built our reputation as a leader in American fashion, thanks to our clean aesthetics and innovative designs. Global sales of our Calvin Klein products exceeded $ 9 billion in 2017 and took place in more than 110 countries. Calvin Klein employs more than 10,000 employees worldwide. In 2003 we were acquired by PVH Corp. With a history stretching back 135 years, PVH has built an excellent reputation for growing brands and businesses with rich American heritage, and has become one of the largest apparel companies in the world. We have more than 36,000 employees in more than 40 countries and nearly $ 9 billion in annual revenue.

We own the iconic brands Calvin Klein, TOMMY HILFIGER, Van Heusen, ARROW, Warner's, and Olga, and the digitally-oriented underwear brand True & Co. and we market a variety of goods under these and other nationally and internationally renowned owners and recognized brands.

Wholesale
E:

Photo credit: Calvin Klein",https://calvinklein.com
68,NET-A-PORTER,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,61,9,0,38,0,0,0,0,0,0,0,0,76,0,0,0,0,0,19,4,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,0,0,0,0,4,0,9,14,0,0,0,0,4,0,0,0,0,0,0,76,0,0,0,0,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,4,0,9,14,0,0,4,4,0,0,0,0,19,0,0,0,0,23,0,0,0,0,0,4,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,28,14,0,0,0,0,0,0,0,0,0,0,0,0,$1.5B,,"Net-a-Porter is a high-fashion retailer. It was launched in London in June, 2000 by Natalie Massenet. Now a global operation, with multiple fashion retailing sites. Net-a-porter is part of the Swiss holding company Richemont. The website garners approximately 2.5 million unique visits in internet traffic to their website every month. In March 2015 Net-a-Porter merges with the Italian Yoox. The companies have signed an agreement whereby owner Richemont has half ownership of the merged Yoox and Net-a-Porter. After the merge, the companies will continue under the name 'Yoox Net-a-Porter Group.",http://www.net-a-porter.com
69,FURLA,0,40,0,0,0,0,0,0,0,0,43,0,26,36,13,0,0,0,0,9,15,0,0,0,0,0,39,0,0,1,0,0,0,74,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,27,0,4,0,0,0,0,1,0,0,0,25,0,0,0,0,0,21,12,0,0,0,0,0,19,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,38,51,0,0,18,0,0,9,0,10,55,0,20,0,0,8,0,0,0,0,0,0,47,16,0,0,0,0,38,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,78,0,0,100,0,15,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,21,46,0,0,52,22,0,0,0,0,3,0,56,0,0,36,0,36,30,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,8,0,0,3,0,0,0,0,0,27,0,0,0,6,0,0,0,14,22,6,4,0,0,0,0,0,9,0,0,0,0,0,0,$1.5B,['Bags'],"In 1927 the history of the Furla family firm was beginning in the erudite and sophisticated city of Bologna. Protagonists Aldo and Margherita Fulanetto set themselves the challenge of starting a company – one which was eventually to grow into a world-renowned leather goods brand. In 1955 Aldo opened the first Furla store on Via Ugo Bassi in the heart of Bologna, selling leather bags and accessories. In the 1970s, when the baton was passed on to his children Giovanna, Carlo and Paolo Furlanetto, the first collection of bags carrying the Furla logo was launched. The collections grew at the same pace as the company. With the 1980s just around the corner, Giovanna flanked her father making her own stylistic contributions, while Carlo and Paolo were mostly in charge of the brand’s strategy for growth. 

Furla invented a new concept of luxury which was close to every woman and immediately became an international 'must.” By the end of 2008, 296 single-brand Furla stores have been established, positioned on the most important international shopping streets, and more than a thousand sales outlets from shops to department stores.

Photo credit: Furla",http://www.furla.com
70,GAP,0,0,0,0,0,0,0,0,0,9,0,0,59,12,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,85,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,0,0,0,0,24,0,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,56,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,23,10,0,22,10,3,0,42,0,9,10,0,15,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,13,0,33,0,0,15,0,0,0,0,0,13,0,20,0,0,0,0,0,10,39,0,15,16,0,0,10,5,0,0,0,0,9,0,0,0,0,32,0,17,0,0,0,35,0,15,0,12,21,0,0,0,0,0,0,0,0,0,0,12,13,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,18,0,0,0,7,24,51,71,0,100,0,0,0,32,0,0,0,0,0,0,$1.3B,"['Womenswear', 'Menswear', 'Footwear']","Founded in 1969 in San Francisco, Gap is a leading casual lifestyle brand in the USA. Known for its youthful energy, effortless style, and sense of self-expression.
The brand embodies modern American optimism while its style is admired around the globe for bridging the gap between individuals, generations and cultures. Gap’s well-made, versatile essentials for every occasion are brought to life through iconic marketing campaigns celebrating individuals who shape culture through championing uniqueness and the freedom to be yourself. The Gap branded footwear collections are the smooth translation of Gap’s core values and brand identity into footwear. Elevated essentials and recognizable icons for all genders and ages; youthful, colorful, optimistic and representing the inclusivity and diversity Gap stands for. The collections also reflect Gap’s values of producing well-made and responsibly produced products.

Wholesale
The Heritage Footwear Company
Maliebaan 92
3581 CX Utrecht Nederland
E: info@theheritagefootwearcompany.com

Photo credit: Gap",https://www.gap.com
71,LONGINES,0,0,0,0,0,0,0,0,0,8,0,0,43,35,0,0,0,3,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,22,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,32,0,0,0,23,0,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,31,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,41,43,0,7,4,1,0,30,0,15,57,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,24,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,22,0,16,0,0,0,0,0,0,0,0,44,0,6,0,0,0,0,0,5,11,0,22,25,0,44,38,9,0,0,0,0,10,0,43,0,0,66,0,20,25,0,0,8,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,39,100,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,23,0,0,0,9,45,33,14,0,0,0,0,0,30,0,0,0,0,0,0,$1.2B,,"Longines is a swiss manufacturer and retailer of luxury watches. The company was foundedn in 1832 in Saint-Imier, Switzerland.
As of today Longines operates brand stores across 130 countries worldwide and is available at watch specialty stoes across the globe.",http://www.longines.com
